texto_final,sentimento
egeo dolce!! manda boticario pfvrrosto_implorando,-1
amor daquelas pessoas adora usar produtos corporais bem cheirosos olha dicas separamos algumas lojas! 1 - boticário 2 - beauty box 3 - loccitane au brésil 4 - natura #bhs #diadosnamoradosbhshopping,0
acabei deixar rim boticário rosto_embriagado pegando promoção,-1
creme lily boticário dá tanta dor cabeça pqp tentei gostar não dá,-1
boticário oferece 63 opções kits presentear dia amor,0
empresas vw natura boticário outras tantas desrespeitam consumidor conservador querendo lacrar exceção rumo certo magalú... beijando lona toda semana. cú burro aperta cada vez mais promessa tirar fora.,-1
boticário??,0
boticário coração todo dinheiro kkk rosto_sorridente_com_olhos_de_coração,1
gente indo comprar kit cabelos loiros boticário.,0
diálogo uber agora ele eita perfume cheiroso eu valeu mano ele nome? eu sauvage ele boticario é? eu dior,1
compras boticário chegaram deliciaaaa rosto_sorridente_com_3_corações,1
creme nuvem boticário melhor aquisição fiz,1
vi esquisita usando vape dentro boticário push acabou hora tadinha bem feito,-1
não sei boticário dá melhores respostas. dá solteira viver triângulo amoroso sim. kkk,1
boticário faz comigo.,0
boticario via direta porque lá atendentes uns amores... pena não shampoo banana,1
boticário comprar creme sempre compro lá moça diz ganhei desconto micro produto cabelo custa 30  agora cliente fiel custa 27... rosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaço... gente,0
passei frente boticário deu vontade fazer parcelinha,0
mulher cara cansativo kkk gastei dinheiro boticário mulher_decepcionada_pele_morena_clara,-1
oracle boticário confirmaram presença  connect 2022. participe tb evento mostrará empresa pode fazer adotar #tecnologias #futuro dia 14/06 14h grátis  #cloud #inovacao,0
trabalha boticário final semana esqueci rinite,-1
amigos ainda quer der presente aniversário dê shampoo boticário,0
caridade amor próximo. boticário tornou maiores intelectuais espíritas brasil  via,1
shampoo boticário bom cabelo tá macio cheiroso..rosto_sorridente_com_3_corações,1
iniciativa fundação grupo boticário parceria coi-unesco pretende estimular produção conteúdo qualidade sobre oceano leia em,0
boticario nunca mais.,-1
impressionante toda vez vou boticário mal atendida,-1
irmão vai fazer comercial boticário rosto_sorridente_com_óculos_escurosrosto_sorridente_com_óculos_escurosrosto_sorridente_com_óculos_escuros sinto orgulho,1
patrocina boticário kkk,1
egeo choc boticario notas chocolate chantilly.,0
boy metido city sabe usar 212 (carolina herrera) one million (paco rabanne) aí sai todo mundo cheiro! cê confunde tudo boy não sabe quem! melhor usar boticario avon rexona menos não confundido leva economiza uns $ rolando_no_chão_de_rirrosto_de_palhaço rosto_com_máscara_médicarosto_nauseado,0
amiga amô the body shop eudora boticário avatim,1
mal mãe toma sacola cheia coisas boticário rosto_sorridente_com_3_corações,1
ir lá boticario preguiça sair casa não deixa rosto_aborrecido,-1
boticário tornou maiores intelectuais espíritas brasil,0
#o boticário dia amor coração_com_flecha,1
glamour boticário,0
i just liked “boticário | amar maior revolução” on #vimeo,1
difícil manter cheiroso usa transporte público pqp. passei creme delicinha boticário nem sinto cheiro.,-1
melhor linha boticario,1
boticário nem ligo. pior destruir versões canônicas heróis (trans) sexualização crianças inclusive escolas protecionismo legal. nessas circumstâcias opositor declarado causa deles.,-1
comercial boticario dia namorados? kkk,1
mulher boticário tava doida cmg kkk,1
alguma cacheada usou linha shampoo condicionador boticário gostou??,0
amo dia namorados pois = perfume promoção boticário,1
acabei ver carolina herrera tá acabando tbm. mds dia difícil vai sobrar boticário rosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berros,-1
boticário abre oportunidade emprego loja,0
parei comprar caras. usando bb cream disse berenice dessa última vez comprei boticário (rosto_vomitando) servindo bem. problemas dar bem bases.,-1
mds desodorante boticário tudo mim,1
mano to puto boticário. comprei negócio transportadora não consegue achar casa sendo endereço ta certo moro perto shopping jl basicamente ??????,-1
seis pouco manhã ônibus lotado percebo agitação incomum tiro fone vejo mulher passando revistas boticário dela. simplesmente 755 entrega,1
"boticário macetou mt propaganda namorados mês kkk espertos meteram logo ""nesse dia namorados não importa status"" kkk genial",1
"""meu contatinho merece presentinho?"" boticário pare.",-1
boticário nunca decepciona propaganda dia namorados,1
amo propaganda boticário incentivando dar presente ficante dia namorados,1
#diadosnamorados batendo porta e brasil impossível não lembrar boticário nessa data. mas além romance aqui adyen lembrado forma implementou processo #transformaçãodigital. leia blog,0
ajudar amigo comprar presente namorada ontem mds pirei perfumes boticário agora necessito ter floratta red floratta my blue aaa doida comprar,1
vou boticário hj dar presente dia namorados rosto_sorridente_com_3_corações,1
lascou boticário agora rolando_no_chão_de_rirrolando_no_chão_de_rirrolando_no_chão_de_rir,-1
coitado vende boticário natura tô lascadapessoa_fazendo_gesto_de_“não”,-1
acho atendentes boticário odeiam vou lá sinto cheiro perfumes compro site aproveitar promoção kkk,-1
linha nuvem boticário gostosinha refrescante indico,1
cara dessas 3 opções rico bonito cheiroso escolhi fácil dá pr ir boticário parcelar 5x!rosto_contente_com_olhos_sorridentes,1
melhor parte trabalhar boticario ir maquiagem perfume passar tudo loja,1
falando marcos boticario ontem ver achava perfume 50 reais (resposta não k) armário deu malbec cara m l b c original (e ainda deu 2 amostras natura kkkkkkkkkk),0
vaquinha boticário,0
onde consigo cupomzinho desconto boticário 2022?,0
comprei máscara boticário chamada “bumbum pêssego” usei primeira vez ontem meninas digo coisa comprempêssego,1
gente perfume acabou quiser dar presente thaty boticario,0
boticario aniversário? rosto_implorandodorso_da_mão_com_dedo_indicador_apontando_para_a_direita_pele_morena_claradorso_da_mão_com_dedo_indicador_apontando_para_a_esquerda_pele_morena_clara,-1
larguei natura boticário faz tempo.precisam sentir bolso!,-1
absurdo isso! usuário boticário vou suspender uso todos produtos marca causa dessa lacração absurda!,-1
boticário tornou maiores intelectuais espíritas brasil  via,0
queria namorando ganhar caixinha som kit boticário pix vale comida domingo mulher_fazendo_gesto_de_“ok”_pele_morena_clararosto_de_palhaçorosto_chorando_de_rir,1
ganhe dinheiro volta cupom desconto compras! cobasi disse berenice loccitane droga raia drogasil boticario mac decolar emporio cerveja hurb compra certa dell etc ! acesse link cadastre-se comece r$5 saldo!,0
ganhei outro perfume boticário amorosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
uso 214 boticário vida,0
puta pariu..só faltava...essa boticário tb lacrando...fazer liberdade acima tudo..mas.e.e i feliz é.,-1
vamos la boticário cmg ?rosto_segurando_as_lágrimas,0
amo ganhar kit natura/boticário,1
fico besta tanto gente vem pedir indicação perfume/ perguntar sobre vem fala boticário fico tipo??????? porque uso natura kkk,0
"amigo lendo comentários fiquei ainda confusa porque sentido entendi trocadilho som ""boticário"" ""bote cárie"" agora to dúvida rosto_chorando_aos_berrosrosto_chorando_de_rirrosto_chorando_aos_berros",0
boticário né more.. hahah,0
cheiro sempre fica pessoa boticário mãos_aplaudindosinal_de_okbíceps,1
boticário hoje comprei 8 itens deu 345 conto achei valeu pena tô falida pro resto ano porém cheirosa cabelo lindo!,1
- malbec senhor?! - boticário kkk,0
não vou dar rolê enquanto não comprar 212 gosto cheirar 212 não peônia boticário kkk,-1
boticário eranatura,-1
mãe veio visitar trouxe monte coisa boticário rosto_sorridente_com_3_corações,1
namorava trabalha boticario rosto_derretendorosto_derretendo kkk,0
comprei muita coisa boticário chegou rapidinho rosto_com_olho_espiando,1
bora abrindo bolsa tirando creme algodão boticario cara…,0
acordo comercial boticário pode dar presente kkk,0
coloco coisas bolsinha boticário sabe .. mo humilhação,-1
não compre boticário lixo comunista fica lacrando #quemlacranãolucra,-1
levei vitor boticário vez dar cheiro perfumes gostava ja to prevendo presente dia namorados oq to pensando (o 100% certeza tenho) falo kkk,0
atitude boticário discriminatória não apenas héteros gays. então não colocou casal gay casal hétero? amor data não todos? prejudica ajuda. #ficaadica,-1
zaad boticário kkk,0
propaganda boticário transformando 12 d junho dia amor sugerindo ficantes merecem ganhar presente estratégia vender mais. não caia.,-1
propaganda boticário tentando normalizar presente ficante.... moda pega uns amigos ia falencia,0
tá bem obrigada dica boticário 🫶🏾,1
sabiam la boticário fica perto silveira florattavred não sabia,1
tô apaixonada perfume boticário caríssimo amor impossível,1
agora grupo lema segue boticário. nessa lojas americanas não compro maisrosto_vomitandorosto_vomitandorosto_vomitandorosto_vomitando,-1
uma! boticário agora loja grupo lema lacrando.,-1
quero saber dona boticário vai voltar linha bubbaloo aff,-1
elogiada d+ primeiro dia la boticario,1
não posso ir boticário mãe saio cheia coisa kkk,0
tava usando condicionador aleatório porque acabado bizarro cabelo ta perfeito 1 dia uso juro!!! linha match boticário todo coração,1
qualidade produtos cabelo boticário surreal,1
causa desse tweet to indo agora comprar perfume boticario,1
pensei boticário mudado cheiro perfumes preferidos comprando perfume errado,0
box boticário feio and caro,-1
todas imperfeições melhor disparada inclusive naquele box boticário lançaram,-1
to vendendo boticário comprem perfumes cmg favor motivo pobre preciso dinheiro,0
vontade comprar umas coisas renner boticário.. rosto_expressando_desagrado,0
boticário,0
boticario  natura acho namorada ficou perfume ....,0
ganhei sorteio live boticário rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
gente. respeito todas escolhas. campanha lacração chata repugnante. homem homem não faz bebê não forma família. mulher mulher não faz bebê não forma família. querem todo custo destruir reais valores familiares. tá feio boticário.,-1
banco pegar fila lotérica cansar kkk brincadeira kit perfume sabonete boticário,0
proibida descer prédio noite porque porteiro fica empurrando revista avon natura boticário etc dizendo não homem não paraaaaaa nunca vi tanta insistência,-1
boticário hj milena amiga passou horrores creme perfume gente saímos cheirosas querendo voltar comprar tudo,1
kit boticário perfume hidratante coleção rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_babando,1
coisa facil mundo alguém usar boticário,1
comprei kit boticário kkk mim,1
brilhos boticário - descontos amor rosto_sorridente_com_3_corações itens 50% off!!! sacolas_de_compras link,0
aí gente comprei perfume boticário revista provarrrr. chega amanhã espero gostar. pequenos prazeres vida kkk,1
né dei boticário inteiro kkk,1
boticário hoje saí monte cheiro diferente kkk,1
shampoo condicionador boticario = perfeição,1
tá nível boticário mulher deus,0
prefiro boticário,1
sonho ganhar patrocínio natura boticário kkk rosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berros tanto amo perfume,1
boticario corre aqui,0
aí compro lá chega insensatez (cópia barata boticário) rosto_sorridente_com_olhos_de_coraçãopunho_levantado_pele_morena_clara,1
perfume hidratante boticário chegaram agoniada porque acabando rs' rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
virei bff estagiário boticário,0
boticário não,0
achei proctologista faz sentido boticário cuidar botico.,-1
ganhei kit boticário ano passado 2 semanas rosto_desapontado,-1
boticário patrocinando semvergonhice?,-1
moral ninguém ai quer dar kit boticário presente porque bonita?,0
risquei boticário vida algum tempo. lixo não entra casa.,-1
