texto,sentimento
"Pensei que o Boticário tinha mudado o cheiro de um dos meus perfumes preferidos, mas eu só estava comprando o perfume errado",0
@davxnpxrt o box da boticário feio and caro,-1
"@davxnpxrt a de todas as suas imperfeições é a melhor DISPARADA, inclusive até naquele box de boticário que eles lançaram",-1
"to vendendo Boticário, comprem perfumes cmg por favor 
Motivo: sou pobre e preciso de dinheiro",0
Vontade de comprar umas coisas na Renner e na O Boticário.. 😬,0
@_hcmp da boticário,0
"Boticario , Natura é acho que a namorada ficou sem perfume ....",0
Ganhei o sorteio da live do Boticário 😍😍,1
"Gente.
Eu respeito todas as escolhas.
Mas essa campanha da lacração está chata e repugnante.

Homem com homem n faz um bebê e não forma família.

Mulher com mulher n faz um bebê e não forma família.

Querem a todo custo destruir os reais valores familiares. 

Tá Feio, Boticário. https://t.co/eciA6K4UqL",-1
"@raposaverso Um banco pra ela pegar fila na lotérica sem se cansar kkkkkkk brincadeira

kit de perfume e sabonete da O Boticário",0
"estou proibida de descer no prédio a noite pq o porteiro fica me empurrando revista da Avon, natura, boticário e etc e mesmo eu dizendo não o homem não paraaaaaa, nunca vi tanta insistência",-1
"fui na boticário hj com milena e minha amiga passou horrores de creme e perfume na gente, saímos cheirosas e querendo voltar pra comprar tudo",1
Mais um kit do boticário cm perfume e hidratante p minha coleção 🥰🥰🥰🤤,1
E que a coisa mais facil do mundo e alguém usar o Boticário,1
@Sarinha_Dorough E eu comprei um kit da Boticário kkkkkkk pra mim mesmo,1
"✨ O Boticário - Descontos do amor 🥰

Itens com até 50% OFF!!!

🛍 Link: https://t.co/1Agu8vx1NI https://t.co/Ppo7WvS2M5",0
"Aí gente comprei um perfume na O Boticário pela revista e sem provarrrr. Chega amanhã, espero gostar. Pequenos prazeres da vida kkkkk",1
"@Sophhiss @alvxaro Né, por que eu já te dei o Boticário inteiro kkk",1
fui na boticário hoje e saí com um monte de cheiro diferente kkkkkkkkk,1
shampoo e condicionador da boticario = perfeição,1
"@marciarebeca @monteiroamands Isso tá no nível O Boticário, mulher de Deus",0
@eb4be40437964f9 Prefiro Boticário,1
Meu sonho era ganhar patrocínio da natura ou o boticário kkkkkkkkkkk 😭😭😭😭😭 o tanto q eu amo os perfume deles,1
@dyblindada O boticario corre aqui https://t.co/1jfRmuWbQU,0
@RRochas_ Aí eu compro lá e chega o Insensatez (cópia barata da Boticário) 😍✊🏼,1
"Meu perfume e meu hidratante da boticário chegaram, já estava agoniada porque meu já estava acabando rs' 🥰🥰",1
Virei bff do estagiário do Boticário,0
"@xulianacrf a Boticário, eu não",0
@DigitalDead Achei q era proctologista mas faz sentido o boticário cuidar do botico.,-1
@alvxaro Ganhei um kit O boticário ano passado e 2 semanas depois já era 😞,-1
@FBLEddy Boticário patrocinando essa semvergonhice?,-1
"mas na moral, ngm ai quer me dar um kit do boticário de presente pq eu sou bonita?",0
"Risquei o Boticário da minha vida já há algum tempo.
Lixo não entra na minha casa.",-1
"@FBLEddy Boticário  pura militância  o boicote  faz muito bem  essas horas.
Não  comprando os produtos  do boticário.",-1
Parabéns Boticário por me fazer querer comprar toda linha botik bom demais,1
@CH4NS0 Aí você processa a dona boticário,-1
"Nem Avon e nem Boticário a publi de milhões é com a Natura 

LAGUSTA COM NATURA",0
muito fã dos perfumes da capricho do o boticário,1
"Dia dos namorados, compre boticário só se vc for dessa laia, se não for boicote. Quero ver se eles vivem só desses...lacradores malditos https://t.co/nAYSjXG6ao",-1
"Eu fui na boticário e a mulher não tinha fita olfativa e passou o diabo de um perfume no meu braço, minha rinite tá gritandooooo, que ódio.",-1
"Tava vendo no site do boticário os kit da cuide-se bem da vaquinha, quero aquele body splash aaaaaa",1
Amei MUITO esse hidratante corporal da O Boticário que o meu irmão comprou pra mim 💖💖💖💖💖,1
@priscilxbraga Minha mãe vende Boticário 🤪,0
E Boticário ou boquetario ?,0
"Comprei uma caixinha de sabonete da O boticário. Afs, muito cheirosa",1
o comercial da boticário legalizou presente pra ficante kkkkkkkkkkkkk,1
"˚ · . eu usava um leave in de nutrição que roubei da minha irmã da boticário que eu acredito que ajudou tbm. Em seguida colori ele seguindo a roda das cores com lascara pigmentante da k4maleao, e fui de verde água, pra azul, pra roxo e depois pra rosa. Daí eu quis ficar ruiva kkk https://t.co/3gcJxbJe1o",0
"+ salvou foram o shampoo anabolizante e a máscara UTI da forever liss. Eu tbm usava uma máscara de nutrição da boticário. Comecei a procurar cronograma capilar e como fazer pq eu real tava quase ficando careca (tanto de química, quanto por causa do t.a.) https://t.co/Kr4tNr69A7",0
"Affff pedi um perfume na promo de dia dos namorados do Boticário mas acabou e a mulher só avisa 1 mês dps, que raiva, tava tão ansiosa",-1
Muito cheiroso esse creme da o Boticário 😌,1
"Meu cabelo tava cheio de óleo de girassol da marmaterapia de hoje, então aproveitei e enchi de creme da linha de atividade física do Boticário e tô indo pro crossfit que hoje tem dobradinha de treino, espero que de bom kkkk",1
"Pô Boticário me chama aí pra trabalhar com vcs, queria um descontinhos nos produtos",1
"Boticário 🤝 Eu
Se tem amor tem presente",1
O comercial da Boticário legalizou presente pra ficante kkkkkkkkkkkkkk,1
@Brunex_alvs KKKKKKKK ligando ali na revendedora da Boticário,1
"@alvxaro O perfume pode acabar o amor, um chifre não!

Natura e boticario essa hora 🤡🤡",0
@FBLEddy Eu já boicotei Natura e Boticário faz tempo... adoram apoiar a agenda esquerdista.,-1
Comprei um kit de perfume da Boticário e um óleo lili ♥️,1
"Agora que eu vi essa propaganda da O Boticário, presente pro contatinho, quem foi que aprovou essa daí hein???",-1
@FBLEddy Cansei do Boticário!,-1
"Propaganda da Boticário dizendo pra dar presente até pra contatinho no dia 12... Mas, vá",-1
o boticario tentando fazer as pessoas comprarem presente de dia dos namorados pra “ficante” e “contatinho” KKKKKKKKKKKKKKKKKKK o capitalismo esta fora de controle,1
A propaganda do Boticário falando pra dar presente pra ficante,0
A O Boticário está incentivando você dar presente pra ficante?!🤔,0
"só besteira isso, ultimamente só o que ganho da drica é kit da boticário e eu amo",1
"Ganhei relógio, conjunto de colar e brincos, kit O Boticário cuidados dia a dia 🤍✨",0
"É um pouquinho caro ,mas prefiro comprar um Armani para presentear quem gosto ,do que um Boticário ou Natura! 
Empresa que lacra , não merece meu dinheiro , até porque ,um Armani é um Armani ! https://t.co/WbXAQhQz6N",-1
"Boticário me patrocina poxa, preciso ter a coleção toda do perfume Egeo 🥺",-1
O boticário que se tornou um dos maiores intelectuais espíritas do Brasil @tabuol @UOL https://t.co/JfFbd0ROlP,0
"A Oracle e O Boticário confirmaram presença no https://t.co/Ob4X46wIpZ Connect 2022. 

Participe vc tb do evento que mostrará o que sua empresa já pode fazer para adotar as #tecnologias do #futuro
Dia: 14/06, às 14h

Grátis https://t.co/4qQkv7OK3H

#cloud #inovacao https://t.co/9tt1tvqxGl",0
"Avô do Henry queria me vender perfume da Boticário p pagar mês q vem e eu doida p comprar, mais esse mês tô tão apertada cheia d dívida",-1
"@eusourolezeiroo O Boticário informa: ficante pode SIM passar, dar e receber presente no dia do Amor (e se for kit do Boti aí é que deve mesmo 😜🗣️) #VivaSeuAmor",1
Qual perfume da boticario/natura vocês me recomendam pro dia a dia?,0
"Os kits de perfume da o Boticário no valor de um salário mínimo/meio salário, muito que bem",-1
Boticário tem uma fixação boa?,0
"não sei como gostam daquele coffee da Boticário, cheiro ruim e enjoativo, nota 1/10 🤢👎",-1
"Esse creme de cachos match da O Boticário além de muito cheiroso, meu cabelo se deu com ele, agora quero o kit completo 💜",1
@AvonBR prefiro boticário,0
"Na primeira foto sou eu com uma amostra grátis do perfume que tinha gostado lá da @oBoticario 

Na segunda foto é o kit completo da linha Zaad que a @oBoticario mandou 🥹

EU TO FECHADO COM A BOTICÁRIO N TEM JEITO !! https://t.co/5TTlK5LV6f",1
"Dei a Avon, Boticário e Natura pra alguém na outra vida",0
entrar na loja do o Boticário e sair infinitamente cheiroso,1
"@baeyunkix aaaaaaa vou comprar esse rosa do boticário ent, também odeiooo fragrâncias doces demais",-1
@oBoticario Mas o perfume que ele gosta é do Boticário e ele ganhou de presente da mãe dele!!! ME AJUDA BOTIIIII,-1
"to ficando viciada em body splash, já tenho um da vitória secrets e outro da boticario
já sei qual vai ser o próximo 😍 https://t.co/dZHplEeLPn",1
"@oBoticario me patrocina ai boticario, prometo que faço publi direitinho🤪",1
Alguém sabe se no via Brasil ou no carioca tem Boticário?,0
"Meu amigo vai pedir a mina em namoro com aliança, cesta de chocolate, kit Boticário, Melissa, buquê de rosas …",0
@shutuplola_ A vida é cheia dessas atitudes. A gente oferece o mais caro da O boticário e preferem Jequiti,-1
Venho no espaço revendedor da boticário e fico louca querendo levar tudo,1
"puta cheiro ruim esse morango ruby da boticario, se desse tempo eu tomava outro banho só pra tirar esse cheiro 🤢🤢🤢",-1
O boticário que se tornou um dos maiores intelectuais espíritas do Brasil https://t.co/pVEahrgtCD via @tabuol @UOL,0
"esse lip tint vermelho-escuro da boticário pra eu parar de passar a humilhação de tirar a máscara e estar com a maquiagem igual do coringa, no rosto inteiro; https://t.co/iBgpMadqBx",-1
"Vendi todos os kits da Boticário de dia dos namorados 💪🏻🙏🏻
Zero estoque",1
alguém que já usou os cremes para cabelo cacheado da o Boticário sabem me dizer se é bom??,0
@jensenfodao eu usava um de morango da o boticário deixava minha boca uma dlc,1
Minha máscara de nutrição chiquérrima da boticario acabou QUE ODIO,-1
no meu atestado de óbito vai constar na causa da morte: grupo boticário não deu retorno sobre o processo de estágio,-1
"Queria comprar uns kit da Boticário aproveitando a promoção de dia dos namorados, mas já ganhei mt kkkkkk",0
"comprei umas coisas na boticário, vinheram me entregar na minha escola vai KKKKKKK isso que é eficiência e rapidez",1
o tanto de lucro que apenas eu estou dando pra o boticário,0
O boticário que se tornou um dos maiores intelectuais espíritas do Brasil https://t.co/J6MR5JIzuU via @tabuol @UOL,0
Minha mãe comprou o perfume Liz da boticário p mim 😍😍😍😍😍🥰,1
Egeo masculino da Boticário.,0
"Fui na Boticário comprar um floratta e não tinha, pedi um outro e tbm não tinha, eu já sem paciência: “tem porta ? Pq se tiver manda fechar isso aqui”",-1
Ganhei um boticário de uma cliente 🤭,1
@ericathaiiis @laholiva Meu Deus era capaz de querer que vcs dessem um outro presente da Boticário pra ela.,0
Revista da o Boticário chegou e tá cheia de promos de perfume,0
"@laholiva Eu tive uma chefe q disse q perdeu um presente da Boticário q tinha ganhado de outra prof, ela fez um escândalo e repetiu várias vzs q tinha deixada a sacola na comigo e a moça da limpeza, jogando indiretas como se tivéssemos pego",0
se tem uma coisa que eu odeio é lip tint tentei dar mais uma chance e comprei um da boticário mas odiei odiei fica ridículo,-1
Tô com uma raiva dessa entrega do Boticário. 🤬,-1
Vi uma publi da boticário e lembrei que ganhei um celebre e puts eu achei muito bom o chirinho,1
@majuu_cr Liz do Boticário,0
sai da Boticário catingando perfume,0
Vcs já viram o último comercial do Boticário?,0
lavei o cabelo hidratei com aquela mascara de banana da lola passei hidratante e body splash da boticário de deleite PUTS EU ESTOU MT CHEIROSA PFVR,1
Krlh provei um creme tão bom na O Boticário hj que quem quiser me dar de presente eu aceito. Tá na promoo kkk,1
Te amo desodorante de rosa e algodão da Boticário te amo,1
Eis que a diretora de marketing do Boticário me mandou um e-mail. Resumindo; vou lá amanhã receber o prêmio de homem mais hidratado de Curitiba e Região Metropolitana.,1
"O Dia dos Namorados está chegando. Lembre-se de surpreender! Venha para O Boticário do terminal Penha e compre um presente inesquecível. Se você preferir, também tem O Boticário em outros terminais: Carrão Sul, Tatuapé Sul e Ana Rosa.

#pracaunitah #oboticario #diadosnamorados https://t.co/1fUb8yXiGD",0
@spaceyjulia @viihtube @boticario cara,0
mano a carol vem com a boticário dando facada até na minha alma,-1
Boticário me patrocinar por favor 😥,-1
"Dia dos Namorados: 14 ofertas com descontos de até 25% para economizar no presente
#Boticário #Campanhas #Cashback
https://t.co/dDmZEfszFs",0
"@astheticsblue amg, é transportadora ou correios? as vezes é melhor ligar direto onde tá o pacote pq ainda da tempo de entregar, se for esperar o boticário responder nossa 😴 o pacote já vai ter voltado pra eles e eles não vão ter te atendido ainda",-1
"atendimento da boticário de são pedro um lixo!!!!!!! as atendentes olham de cima a baixo, a piranhuda ainda teve coragem de falar ""esse aí eh 200 e pouco, tá?"" e eu n perguntei nada bafuda cara torta praga do egito",-1
"@_Ikloeckner Alguma coisa da Boticário, de lei isso kkkkkkkk",0
"Vult, marca do Grupo Boticário, associado ABA, lança grande campanha em celebração aos seus 18 anos de história, com manifesto reforçando seu propósito e novo posicionamento.

Saiba mais no link: https://t.co/6F8gpWaj0y

#aba #aba2022 #aba2025 #abatransformar #abaessencial https://t.co/K2BVcH7Wwb",0
@paulo_capeletti O Boticário vai enriquecer com o Capelleti kkkkkkkkk,0
"Slc que que é o Fagundes na propaganda do Boticário, mlk dominou demais. Orgulho desse lazarento.",1
@erokax pq eu comprei na boticario 😢,-1
@viihtube @boticario Quando conheci a @HelienePimentel,0
@daniloneiva odeio os do boticário https://t.co/0B0yEnIjmq,-1
@viihtube @boticario quando te vi no lollapalooza e poderia terminar com minha namorada ali na hora se vc me desse uma chance 🙌,0
"chegou meus mimos da boticário, nunca fui triste e sempre cheirosa",1
Grupo Boticário abre vaga para Assistente Logística em Camaçari – BA https://t.co/rFNI7I2blM,0
Grupo Boticário abre vaga para Assistente Logística em Camaçari – BA https://t.co/Xaacg0Eg09,0
"Desde Outubro/2021 tentando resolver com O Boticário uma troca, já enviei o perfume e até hoje eu não recebi meus produtos da troca... acabo de desligar mais uma ligação ao sac e agora tenho 8 protocolos abertos e nenhuma conclusão 🙂",-1
"Metade do meu salário vai c Boticário, Eudora e avon kkkkkkk isso qnd n dou a louca na natura",0
ganhei um kit da o boticário.🥰,1
"@Yullalol Eu uso delineador todo dia e o que eu mais gosto é um da makeb (boticario) que é de caneta mesmo, mas ele não secou até hoje. Comprei em setembro.",1
"Ih, a Alanis já fez comercial demais… A gata fez pra Nestle, Mercado Livre, Colgate. Já foi garota propaganda da Boticário, Marisa e outras https://t.co/cVHdmfQJOk",0
"@Leori47433374 Até sei qual é o cheiro, aquele Lily da Boticário kskss",0
Meu eu quero um coffe da Boticário véi 😫,0
"nossa que saudade do creme respeito as ondas (péssimo nome, ótimo produto) da boticario. por que tão caro?",-1
uma amiga veio “aproveita o rolê da Boticário e fica famosa” kkkkkkkkk se fosse fácil assim https://t.co/IjB0QxMZpl,0
Minha mãe chegou do nada com uma bolsa da  o boticário com o perfume q eu queria mt Kkkkkkk ela sabe me mimar 🥰🥰🥰,1
